cod_estd,secuencial,tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad,pais_esc,lug_esc
esi,010002725,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,8,Estados Unidos de América,Atlanta Georgia
esi,010002726,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,59,España,Madrid
esi,010002727,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,78,Estados Unidos de América,Fort Lauderdale Florida
esi,010002728,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Profesionales de la ensenanza no clasificados bajo otros epigrafes,43,Colombia,Bogotá Dc
esi,010002729,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,47,Colombia,Bogotá Dc
esi,010002730,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Profesores de formacion profesional,31,España,Madrid
esi,010002731,Salida,Extranjero,2018,Enero,1,Mujer,Bolivia,América del Sur,América,Vía Aérea,Residencia,Bolivia,América del Sur,América,La Paz,Bolivia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Jubilados y pensionistas,69,Colombia,Bogotá Dc
esi,010002732,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Eventos,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,46,Chile,Santiago
esi,010002733,Entrada,Extranjero,2018,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-PRO,Sin especificar,39,Estados Unidos de América,Fort Lauderdale Florida
esi,010002734,Salida,Extranjero,2018,Enero,1,Hombre,Perú,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Sin especificar,32,Perú,Lima
esi,010002735,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,55,Estados Unidos de América,Miami Florida
esi,010002736,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Canadá,América del Septentrional,América,Toronto,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Profesionales de la ensenanza no clasificados bajo otros epigrafes,30,El Salvador,San Salvador
esi,010002737,Salida,Extranjero,2018,Enero,1,Mujer,Costa Rica,América Central,América,Vía Aérea,Residencia,Costa Rica,América Central,América,San Jose,Costa Rica,América Central,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,5,Colombia,Bogotá Dc
esi,010002738,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea, Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,73,Estados Unidos de América,New York New York
esi,010002739,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,63,Panamá,Panamá City
esi,010002740,Salida,Extranjero,2018,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Agronomos y afines,59,Estados Unidos de América,Atlanta Georgia
esi,010002741,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,32,Estados Unidos de América,New York New York
esi,010002742,Entrada,Extranjero,2018,Enero,1,Mujer,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-IV,Sin especificar,34,Panamá,Panamá City
esi,010002743,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,43,Estados Unidos de América,Miami Florida
esi,010002744,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,45,España,Madrid
esi,010002745,Salida,Extranjero,2018,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,6,Estados Unidos de América,New York New York
esi,010002746,Salida,Extranjero,2018,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,18,Estados Unidos de América,New York New York
esi,010002747,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,17,Panamá,Panamá City
esi,010002748,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,7,Colombia,Bogotá Dc
esi,010002749,Entrada,Extranjero,2018,Enero,1,Mujer,España,Europa Meridional,Europa,Vía Aérea, Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Sin especificar,50,España,Madrid
esi,010002750,Entrada,Extranjero,2018,Enero,1,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-V,Profesionales de la ensenanza no clasificados bajo otros epigrafes,38,Colombia,Cali
esi,010002751,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,15,Panamá,Panamá City
esi,010002752,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,5,Estados Unidos de América,Miami Florida
esi,010002753,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,63,Estados Unidos de América,Atlanta Georgia
esi,010002754,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Palma de Mallorca,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Medicos generales,35,España,Madrid
esi,010002755,Salida,Extranjero,2018,Enero,1,Mujer,Chipre,Asia Occidental,Asia,Vía Aérea,Residencia,Chipre,Asia Occidental,Asia,Nicosia,Chipre,Asia Occidental,Asia,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Jubilados y pensionistas,55,Países Bajos,Amsterdam
esi,010002756,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea, Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Comerciantes de tiendas,60,Perú,Lima
esi,010002757,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,21,Colombia,Bogotá Dc
esi,010002758,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Otros,Argentina,América del Sur,América,Rosario,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,32,Perú,Lima
esi,010002759,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea, Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Profesionales de ventas tecnicas y medicas (excluyendo la tic),37,Colombia,Bogotá Dc
esi,010002760,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,48,Colombia,Bogotá Dc
esi,010002761,Salida,Extranjero,2018,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Sin especificar,38,Estados Unidos de América,New York New York
esi,010002762,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,60,Panamá,Panamá City
esi,010002763,Entrada,Extranjero,2018,Enero,1,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-MER,Sin especificar,45,Perú,Lima
esi,010002764,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,29,Estados Unidos de América,Miami Florida
esi,010002765,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,43,España,Madrid
esi,010002766,Entrada,Extranjero,2018,Enero,1,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-MER,Menores de edad,15,Perú,Lima
esi,010002767,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Chefs,31,Estados Unidos de América,Miami Florida
esi,010002768,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,72,Colombia,Bogotá Dc
esi,010002769,Salida,Extranjero,2018,Enero,1,Mujer,Polonia,Europa Oriental,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Profesores de formacion profesional,28,España,Madrid
esi,010002770,Salida,Extranjero,2018,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Sin especificar,33,Estados Unidos de América,New York New York
esi,010002771,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Eventos,Canadá,América del Septentrional,América,Toronto,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,56,El Salvador,San Salvador
esi,010002772,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Porto Alegre Río Grande Do Sul,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,27,Perú,Lima
esi,010002773,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Amas de casa,36,Panamá,Panamá City
esi,010002774,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Eventos,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,21,España,Madrid
esi,010002775,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea, Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,"Musicos, cantantes y compositores",42,Estados Unidos de América,Miami Florida
esi,010002776,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Jubilados y pensionistas,73,Estados Unidos de América,Miami Florida
esi,010002777,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,28,Panamá,Panamá City
esi,010002778,Entrada,Extranjero,2018,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea, Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,7,Estados Unidos de América,Miami Florida
esi,010002779,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Amas de casa,59,España,Madrid
esi,010002780,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,24,Colombia,Bogotá Dc
esi,010002781,Salida,Extranjero,2018,Enero,1,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Kansas City Missouri,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Sin especificar,30,Estados Unidos de América,Miami Florida
esi,010002782,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Jubilados y pensionistas,82,Estados Unidos de América,Miami Florida
esi,010002783,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Limpiadores y asistentes domesticos,61,España,Madrid
esi,010002784,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Albaniles,45,Estados Unidos de América,New York New York
esi,010002785,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Estudiantes,21,España,Madrid
esi,010002786,Entrada,Extranjero,2018,Enero,1,Hombre,Colombia,América del Sur,América,Vía Aérea, Turismo,Colombia,América del Sur,América,Girardot,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,"Musicos, cantantes y compositores",35,Colombia,Bogotá Dc
esi,010002787,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,10,Colombia,Bogotá Dc
esi,010002788,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,51,México,Mexico City
esi,010002789,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,57,Colombia,Bogotá Dc
esi,010002790,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Ingenieros no clasificados bajo otros epigrafes,35,Argentina,Buenos Aires
esi,010002791,Salida,Extranjero,2018,Enero,1,Hombre,Suiza,Europa Occidental,Europa,Vía Aérea,Residencia,Suiza,Europa Occidental,Europa,Basel,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Jubilados y pensionistas,66,España,Madrid
esi,010002792,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Directores generales y gerentes generales,30,Panamá,Panamá City
esi,010002793,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea, Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,54,Perú,Lima
esi,010002794,Salida,Extranjero,2018,Enero,1,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,4,España,Madrid
esi,010002795,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Medicos generales,56,Colombia,Bogotá Dc
esi,010002796,Salida,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,59,Panamá,Panamá City
esi,010002797,Salida,Extranjero,2018,Enero,1,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,6,España,Madrid
esi,010002798,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Dentistas,28,Panamá,Panamá City
esi,010002799,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,51,Estados Unidos de América,Miami Florida
esi,010002800,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Sin especificar,44,Colombia,Bogotá Dc
esi,010002801,Entrada,Ecuatoriano,2018,Enero,1,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Sin especificar,64,Colombia,Bogotá Dc
esi,010002802,Salida,Extranjero,2018,Enero,1,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Estudiantes,22,Estados Unidos de América,Miami Florida
esi,010002803,Entrada,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Medicos generales,67,Argentina,Buenos Aires
esi,010002804,Salida,Ecuatoriano,2018,Enero,1,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos",50,Colombia,Bogotá Dc
